"auctionEndDate","auctionResultAuctionEnded","auctionResultBids","auctionResultHighBid","auctionResultReserveMet","auctionResultViews","auctionResultWatchers","auctionStatus","auctionUrl","countryCode","countryCodeAlpha3","currency","currentBid","currentBidFormatted","description","currentBidder","detailLocation","era","id","inSubscription","listingDetails/0","listingDetails/1","listingDetails/2","listingDetails/3","listingDetails/4","listingDetails/5","listingDetails/6","listingDetails/7","listingDetails/8","listingDetails/9","listingDetails/10","listingDetails/11","listingDetails/12","listingDetails/13","listingDetails/14","listingDetails/15","listingDetails/16","listingDetails/17","listingDetails/18","listingDetails/19","listingDetails/20","listingDetails/21","listingDetails/22","listingDetails/23","listingDetails/24","listingDetails/25","listingDetails/26","listingDetails/27","listingDetails/28","listingDetails/29","listingDetails/30","lotNumber","model","make","noReserve","privatePartyOrDealer","repeat","reserveMet","soldText","title","views"
"2025-07-17T18:11:28.000Z","July 17, 2025 at 11:11AM PT","28","95993","false","10638","1062","ended","https://bringatrailer.com/listing/1998-porsche-911-carrera-cabriolet-38/","US","USA","USD","95993","USD $95,993","This 1998 Porsche 911 Carrera cabriolet was purchased by its previous owner in July 2003 and removed the car from service approximately eleven years ago. It is said to have been refreshed in 2020, and it shows 29k miles. The car was specified in Ocean Blue Metallic over a Cashmere Beige interior, and is powered by a 3.6-liter flat-six paired with…","Blinker1462","Located in United States","1990s","97055092","false","Chassis: WP0CA2991WS340956","29k Miles Shown","3.6-Liter Flat-Six","Six-Speed Manual Transaxle","Limited-Slip Differential","Ocean Blue Metallic Paint","Cashmere Beige Supple Leather","17″ Cup II Wheels","Motor Sound Package","Automatic Braking Differential (ABD)","Blue Soft Top","Power-Adjustable Front Seats","Light Rootwood Interior Trim","Becker Porsche CD Stereo","Hi-Fi Sound System","Clean Carfax Report",,,,,,,,,,,,,,,,"200891","Porsche 993 911 (Non-Turbo/GT2)","Porsche","false","Dealer","false","false","Sold for USD $95,993 <span> on 7/17/25 </span>","29k-Mile 1998 Porsche 911 Carrera Cabriolet 6-Speed","0 Views"
"2025-07-17T17:34:15.000Z","July 17, 2025 at 10:34AM PT","37","65500","false","18627","2013","ended","https://bringatrailer.com/listing/1973-porsche-911t-coupe-22/","US","USA","USD","65500","USD $65,500","This 1973 Porsche 911T coupe was previously sold on BaT in October 2016, and it is powered by a 2.4-liter flat-six equipped with Bosch K-Jetronic fuel injection and linked with a 915 five-speed manual transaxle. The car has been refinished in red over black leatherette, and equipment includes 15&quot; Fuchs alloy wheels, H4 headlights, sport seats, and…","45rpmpdx","Located in United States","1970s","95642903","false","Chassis: 9113103112","62k Miles Shown, TMU","2.4 Liter Flat-Six","5-Speed Manual Transaxle","Repainted Red","Black Leatherette","15"" Fuchs Wheels","H4 Headlights","Sport Seats","Blaupunkt Cassette Stereo","Porsche Certificate of Authenticity",,,,,,,,,,,,,,,,,,,,,"200740","Porsche LWB 911T (1969-1973)","Porsche","false","Dealer","true","false","Sold for USD $65,500 <span> on 7/17/25 </span>","1973.5 Porsche 911T Coupe 5-Speed","0 Views"
"2025-07-16T21:52:26.000Z","July 16, 2025 at 2:52PM PT","27","40750","false","6959","787","ended","https://bringatrailer.com/listing/1984-porsche-911-carrera-cabriolet-31/","US","USA","USD","40750","USD $40,750","This 1984 Porsche 911 Carrera cabriolet has been registered in Michigan and Kentucky from new, and it remained in the original owner&#039;s care for about 24 years prior to being purchased by the seller in May 2011. The car is finished in Guards Red over black leather and is powered by a 3.2-liter flat-six paired with a 915 five-speed manual transaxle.","Collelongo","Located in United States","1980s","96952725","false","Chassis: WP0EB0918ES171134","92k Miles Shown","3.2-Liter Flat-Six","915 Five-Speed Manual Transaxle","Guards Red Paint","Black Leather Upholstery","Black Soft Top","16″ Fuchs Alloy Wheels","Four-Wheel Disc Brakes","Front Bucket Seats","Wevo Shifter","Rennline Dead Pedal","Sony CD Receiver","Coco Floor Mats","Factory Wheels & Accessories","Certificate of Authenticity","Clean Carfax Report",,,,,,,,,,,,,,,"200719","Porsche 911 Carrera 3.2","Porsche","false","Private Party","false","false","Sold for USD $40,750 <span> on 7/16/25 </span>","1984 Porsche 911 Carrera Cabriolet","0 Views"
"2025-07-16T21:40:51.000Z","July 16, 2025 at 2:40PM PT","20","91000","false","10805","891","ended","https://bringatrailer.com/listing/2017-porsche-911-carrera-coupe-29/","US","USA","USD","91000","USD $91,000","This 2017 Porsche 911 Carrera coupe was previously owned by PHP Specialists of Joplin, Missouri, and it has been fitted with over $56k in modifications including upgraded turbocharges, TiAL intercoolers, revised engine and transaxle management software, Fabspeed exhaust components, 20&quot; HRE forged wheels, Öhlins coilovers, GT3-R-specification…","reformedwallstreeter","Located in United States","2010s","96815583","false","Chassis: WP0AA2A91HS107276","11k Miles","Twin-Turbocharged 3.0L Flat-Six","Seven-Speed PDK Automatic Transaxle","Agate Gray Metallic Paint","Black Sport-Tex Upholstery","20"" Forged HRE Wheels","Öhlins Coilovers","Elephant Racing Suspension Compoennts","GT3-R-Spec Control Arms & Wishbones","Brembo Big Brake Kits","Upgraded Turbochargers","Revised Engine & Transaxle Software","TiAL Intercoolers","Fabspeed Exhaust Components","Power Steering Plus","LED Headlights w/PDLS+","Sunroof","Premium Package Plus","Sport Chrono Package","Heated & Ventilated Front Seats","Bose Audio","Window Sticker","Clean Carfax Report",,,,,,,,"200606","Porsche 991 911 Carrera","Porsche","false","Dealer","false","false","Sold for USD $91,000 <span> on 7/16/25 </span>","11k-Mile Modified 2017 Porsche 911 Carrera Coupe","0 Views"
"2025-07-16T20:50:39.000Z","July 16, 2025 at 1:50PM PT","57","68500","false","13977","1329","ended","https://bringatrailer.com/listing/2007-porsche-911-carrera-s-coupe-66/","US","USA","USD","68500","USD $68,500","This 2007 Porsche 911 Carrera S coupe remained registered in British Columbia, Canada, until it was imported into the United States in October 2022. The seller purchased the car in May 2023, and 7k of the 48k miles have been added since that time. It is finished in Carrara White over black leather and is powered by a 3.8-liter flat-six paired…","upthemountain","Located in United States","2000s","97038218","false","Chassis: WP0AB29977S732569","48k Miles","3.8-Liter Flat-Six","Fister Exhaust System","Six-Speed Manual Transaxle","Carrara White Paint","Black Leather Upholstery","19"" Carrera Sport Wheels","Bi-Xenon headlights","Sunroof","Heated Front Seats","917-Style Shift Knob","Porsche Classic Communication Management w/Apple CarPlay","Automatic Climate Control","Service Records","Clean Carfax Report",,,,,,,,,,,,,,,,"200704","Porsche 997 911 Carrera S","Porsche","false","Private Party","false","false","Sold for USD $68,500 <span> on 7/16/25 </span>","48k-Mile 2007 Porsche 911 Carrera S Coupe 6-Speed","0 Views"
"2025-07-16T20:45:14.000Z","July 16, 2025 at 1:45PM PT","12","19000","false","5176","492","ended","https://bringatrailer.com/listing/2000-porsche-911-carrera-cabriolet-72/","US","USA","USD","19000","USD $19,000","This 2000 Porsche 911 Carrera cabriolet was acquired by the selling dealer on BaT in May 2025 following history in Florida, California, and Oregon. It is finished in Biarritz White over Metropol Blue leather and is powered by a 3.4-liter M96 flat-six paired with a six-speed manual transaxle. Equipment includes a black soft top, a deployable rear…",,"Located in United States","2000s","96234617","false","Chassis: WP0CA2998YS650069","78k Miles","3.4-Liter M96 Flat-Six","Six-Speed Manual Transaxle","Biarritz White Paint","Metropol Blue Leather Upholstery","Black Soft Top","18″ 993-Style Turbo-Look Wheels","Deployable Rear Spoiler","Power-Adjustable Front Seats","Automatic Climate Control","Becker-Porsche CDR-220 Stereo","Clean Carfax Report",,,,,,,,,,,,,,,,,,,"200696","Porsche 996 911 Carrera","Porsche","false","Dealer","true","false","Bid to USD $19,000 <span> on 7/16/25 </span>","2000 Porsche 911 Carrera Cabriolet 6-Speed","0 Views"
"2025-07-16T20:15:29.000Z","July 16, 2025 at 1:15PM PT","36","45000","false","9391","1068","ended","https://bringatrailer.com/listing/1973-porsche-911t-targa-68/","CA","CAN","USD","35500","USD $35,500","This 1973 Porsche 911T Targa is powered by a 2.4-liter flat-six equipped with dual Weber carburetors and linked with a 915 five-speed manual transaxle. It has been refinished in red over tan leatherette, and equipment includes a removable roof panel, a stainless-steel Targa bar, 15&quot; Fuchs alloy wheels, adjustable front seats, rear seats, a CD…","craigatdotcom","Located in Canada","1970s","96149694","false","Chassis: 9113110737","4k Miles Shown, TMU","2.4-Liter Flat-Six","Dual Weber Carburetors","915 Five-Speed Manual Transaxle","Repainted Red","Tan Leatherette Upholstery","15"" Fuchs Wheels","Blaupunkt CD Stereo","Porsche CoA",,,,,,,,,,,,,,,,,,,,,,"200676","Porsche LWB 911T (1969-1973)","Porsche","false","Private Party","false","false","Sold for USD $45,000 <span> on 7/16/25 </span>","1973 Porsche 911T Targa 5-Speed","0 Views"
"2025-07-16T20:15:12.000Z","July 16, 2025 at 1:15PM PT","15","265000","false","18523","1684","ended","https://bringatrailer.com/listing/1989-porsche-911-turbo-coupe-11-2/","US","USA","USD","235000","USD $235,000","This 1989 Porsche 911 Turbo coupe was initially registered in California, where it spent approximately 9 years and accumulated 20k of the 28k miles shown. In 2000 it was relocated to Colorado, spending approximately 16 years there before moving to New York, where it was purchased by its previous owner in April 2022.","curated","Located in United States","1980s","96113335","false","Chassis: WP0JB0931KS050375","28k Miles Shown","Turbocharged 3.3-Liter Flat-Six","Five-Speed G50 Manual Transaxle","Limited-Slip Differential","Grand Prix White","Black Leather Upholstery","16"" Fuchs Alloy Wheels","Sunroof","Tea Tray Rear Spoiler","Power-Adjustable Front Seats","PCCM Infotainment w/Navigation","Air Conditioning","Tool & Tire-Inflation Kits","Carfax Report",,,,,,,,,,,,,,,,,"200680","Porsche 930 Turbo","Porsche","false","Dealer","false","false","Sold for USD $265,000 <span> on 7/16/25 </span>","28k-Mile 1989 Porsche 911 Turbo Coupe","0 Views"
"2025-07-16T19:50:40.000Z","July 16, 2025 at 12:50PM PT","24","208000","false","17494","1773","ended","https://bringatrailer.com/listing/1970-porsche-911s-coupe-29/","US","USA","USD","208000","USD $208,000","This 1970 Porsche 911S is a US-market coupe that was refurbished in Canada between 2005 and 2006, with work that included a repaint, a reupholstered interior, and rebuilds of the 2.2-liter flat-six and five-speed 901 manual transaxle. The car is finished in Sepia Brown over Russet leatherette and is equipped with H4 headlights, 15&quot; Fuchs alloy…","jcurdjr","Located in United States","1970s","97180708","false","Chassis: 9110300744","82k Miles Shown","2.2L Flat-Six","Five-Speed Manual Transaxle","Sepia Brown Paint","Russet Leatherette Upholstery","15"" Fuchs Alloy Wheels","Koni Shocks","Blaupunkt AM/FM Radio","H4 Headlights","Porsche CoA","Service Records",,,,,,,,,,,,,,,,,,,,"200659","Porsche LWB 911S (1969-1973)","Porsche","false","Dealer","true","false","Sold for USD $208,000 <span> on 7/16/25 </span>","1970 Porsche 911S Coupe 5-Speed","0 Views"
"2025-07-16T19:08:54.000Z","July 16, 2025 at 12:08PM PT","31","138000","false","14629","1165","ended","https://bringatrailer.com/listing/1974-porsche-911-coupe-30/","US","USA","USD","138000","USD $138,000","This 1974 Porsche 911S coupe was refurbished in 2019 before it was acquired the same year by the seller, who undertook further modifications thereafter. It has been repainted Jade Green and was fitted with steel flares added along with front and rear spoilers and a carbon-fiber roof, and inside is patterned Carrera-script cloth and black leather…","Carbine123","Located in United States","1970s","97073855","false","Chassis: 9114300724","71k Miles Shown, TMU","Built 3.0-Liter Flat-Six","George's Headers & Bursch Muffler","Rebuilt Five-Speed Manual Transaxle","Repainted Jade Green","Black Leather w/Carrera-Script Cloth Upholstery","16"" Black Fuchs-Style Alloy Wheels","Bilstein Coilovers","Carrera Brakes","Front & Rear Spoilers","Carbon-Fiber Roof","H4 Headlights","Records & Build Sheet",,,,,,,,,,,,,,,,,,"200636","Porsche 911 1974-1977","Porsche","true","Private Party","false","true","Sold for USD $138,000 <span> on 7/16/25 </span>","Modified 1974 Porsche 911S Coupe 5-Speed","0 Views"
"2025-07-16T19:05:52.000Z","July 16, 2025 at 12:05PM PT","18","110993","false","12503","999","ended","https://bringatrailer.com/listing/1997-porsche-911-carrera-s-coupe-48/","CA","CAN","USD","110993","USD $110,993","This 1997 Porsche 911 Carrera S coupe was produced for sale in the Japanese market and was imported to Canada in 2025. The car was specified in Arctic Silver Metallic over black partial leather, and it was optioned without a sunroof. Additional features include 18&quot; Turbo Twist wheels, Bilstein coilovers, a JVC head unit, cruise control, and air…",,"Located in Canada","1990s","96339556","false","Chassis: WP0ZZZ99ZVS313980","78k Kilometers (~48k Miles) Shown","3.6-Liter Flat-Six","Four-Speed Tiptronic Transaxle","Arctic Silver Metallic Paint","Black Partial Leather Upholstery","18"" Turbo Twist Wheels","Bilstein Coilovers","Optioned w/o Sunroof","JVC Head Unit","Cruise Control","Air Conditioning","Clean Carfax Report",,,,,,,,,,,,,,,,,,,"200589","Porsche 993 911 (Non-Turbo/GT2)","Porsche","false","Private Party","false","false","Bid to USD $110,993 <span> on 7/16/25 </span>","78k-Kilometer 1997 Porsche 911 Carrera S Coupe","0 Views"
"2025-07-15T22:47:49.000Z","July 15, 2025 at 3:47PM PT","64","43000","false","17421","1677","ended","https://bringatrailer.com/listing/1985-porsche-911-carrera-coupe-61/","US","USA","USD","43000","USD $43,000","This 1985 Porsche 911 Carrera coupe spent more than two decades with the current owner&#039;s uncle until it was gifted to the owner as a project in need of wiring harness repairs. The fuel tank was removed and the Champagne leather interior was partially disassembled, but work stalled, the project remains incomplete, and the car does not run or drive.","HausMotors","Located in United States","1980s","96409870","false","Chassis: WP0AB0916FS120473","Non-Running Project","Gauges Included but not Installed, TMU","3.2-Liter Flat-Six","915 Five-Speed Manual Transaxle","Guards Red Paint","Champagne Leather Upholstery","15″ Fuchs Alloy Wheels","Metal Pedal Set","MOMO Steering Wheel","Power-Adjustable Driver's Seat","Power Sunroof","Records & Spare Parts",,,,,,,,,,,,,,,,,,,"200525","Porsche 911 Carrera 3.2","Porsche","true","Dealer","false","true","Sold for USD $43,000 <span> on 7/15/25 </span>","35-Years-Family-Owned 1985 Porsche 911 Carrera Coupe Project","0 Views"
"2025-07-15T21:23:35.000Z","July 15, 2025 at 2:23PM PT","26","124000","false","7098","699","ended","https://bringatrailer.com/listing/2021-porsche-911-carrera-4s-coupe-17/","US","USA","USD","124000","USD $124,000","This 2021 Porsche 911 Carrera 4S coupe is finished in Agate Gray Metallic over Black and Mojave Beige leather. The car is powered by a twin-turbocharged 3.0L flat-six that drives all four wheels through an eight-speed PDK dual-clutch automatic transaxle, and equipment includes Porsche Active Suspension Management (PASM), 20&quot; and 21&quot; Carrera S…","Conan4130","Located in United States","2020s","96762934","false","Chassis: WP0AB2A92MS222993","16k Miles","Twin-Turbocharged 3.0L Flat-Six","Eight-Speed PDK Dual-Clutch Automatic Transaxle","Agate Gray Metallic Paint","Black & Mojave Beige Leather Upholstery","20"" & 21"" Carrera S Alloy Wheels","Porsche Active Suspension Management","Heated & Ventilated Adaptive Sport Seats","Bose Sound System","Porsche Communication Management w/Navigation","Clean Carfax Report",,,,,,,,,,,,,,,,,,,,"200497","Porsche 992 911 Carrera 4S","Porsche","false","Private Party","false","false","Sold for USD $124,000 <span> on 7/15/25 </span>","2021 Porsche 911 Carrera 4S Coupe","0 Views"
"2025-07-15T21:15:22.000Z","July 15, 2025 at 2:15PM PT","20","63500","false","10540","1304","ended","https://bringatrailer.com/listing/1988-porsche-911-carrera-targa-98/","US","USA","USD","63500","USD $63,500","This 1988 Porsche 911 Carrera Targa is finished in Grand Prix White over black leather and is powered by a 3.2-liter flat-six paired with a G50 five-speed manual transaxle. It features a Steve Wong ECU chip, a Fabspeed exhaust, and a cat-bypass pipe along with a lowered suspension, 16” Fuchs wheels, and drilled brake rotors.","Racekannon","Located in United States","1980s","97147063","false","Chassis: WP0EB0914JS161145","158k Miles Shown, TMU","3.2-Liter Flat-Six","G50 Five-Speed Manual Transaxle","Steve Wong ECU Chip","Fabspeed Exhaust","Cat-Bypass Pipe","Grand Prix White Paint","Black Leather Upholstery","Removable Targa Top","16” Fuchs Wheels","Drilled Brake Rotors","MOMO Prototipo Steering Wheel","Wood Shift Knob","Metal Pedals","Porsche Classic Stereo","Aftermarket Speakers",,,,,,,,,,,,,,,"200492","Porsche 911 Carrera 3.2","Porsche","false","Dealer","true","false","Sold for USD $63,500 <span> on 7/15/25 </span>","1988 Porsche 911 Carrera Targa G50","0 Views"
"2025-07-15T20:56:45.000Z","July 15, 2025 at 1:56PM PT","48","169000","false","13623","1589","ended","https://bringatrailer.com/listing/1976-porsche-911s-coupe-23/","US","USA","USD","169000","USD $169,000","This 1976 Porsche 911S coupe was modified under prior ownership with backdated bodywork, including steel fender flares, a longhood conversion, and fiberglass bumpers. The 3.4L flat-six is equipped with Motronic fuel injection, a Steve Wong chip, and Patrick Motorsport heads, and it is paired with a 915 five-speed manual transaxle.","jdlee","Located in United States","1970s","95538898","false","Chassis: 9116201229","53k Miles Shown","3.4-Liter Flat-Six","700 Miles on Patrick Motorsport Build","Five-Speed Manual Transaxle","Signal Orange Paint","Black Leather Upholsery","16"" Fuchs Alloy Wheels","KW Suspension","964 Turbo Calipers","Backdated Bodywork","Steel Fender Flares","Heated & Ventilated Recaro Front Seats","MOMO Steering Wheel",,,,,,,,,,,,,,,,,,"200543","Porsche 911 1974-1977","Porsche","true","Dealer","false","true","Sold for USD $169,000 <span> on 7/15/25 </span>","Backdated 3.4L-Powered 1976 Porsche 911S Coupe 5-Speed","0 Views"
