"auctionEndDate","auctionResultAuctionEnded","auctionResultBids","auctionResultHighBid","auctionResultReserveMet","auctionResultViews","auctionResultWatchers","auctionStatus","auctionUrl","countryCode","countryCodeAlpha3","currency","currentBid","currentBidFormatted","description","currentBidder","detailLocation","era","id","inSubscription","listingDetails/0","listingDetails/1","listingDetails/2","listingDetails/3","listingDetails/4","listingDetails/5","listingDetails/6","listingDetails/7","listingDetails/8","listingDetails/9","listingDetails/10","listingDetails/11","listingDetails/12","listingDetails/13","listingDetails/14","listingDetails/15","listingDetails/16","listingDetails/17","listingDetails/18","listingDetails/19","listingDetails/20","listingDetails/21","listingDetails/22","listingDetails/23","listingDetails/24","listingDetails/25","listingDetails/26","listingDetails/27","listingDetails/28","listingDetails/29","listingDetails/30","lotNumber","model","make","noReserve","privatePartyOrDealer","repeat","reserveMet","soldText","title","views"
"2025-07-22T17:29:18.000Z","July 22, 2025 at 10:29AM PT","20","80500","false","14029","1265","ended","https://bringatrailer.com/listing/2003-porsche-911-turbo-coupe-91/","US","USA","USD","80500","USD $80,500","This 2003 Porsche 911 Turbo coupe was registered in North Carolina and Tennessee before it was acquired by the seller on BaT in December 2019, and it now has 21k miles. It was specified in Basalt Black Metallic over black leather with red deviated stitching, and additional optional equipment included power-adjustable front sport seats, Guards Red…","dez","Located in United States","2000s","96555790","false","Chassis: WP0AB29953S686590","21k Miles","Twin-Turbo 3.6L Flat-Six","Six-Speed Manual Transmission","Basalt Black Metallic Paint","Black Leather Upholstery","18"" Turbo Twist Wheels","Xenon Headlights","Rear Wiper","Speed-Activated Spoiler w/eRam Kit","Power-Adjustable Front Sport Seats","Automatic Climate Control","Aluminum-Look Instrument Dials","Deviated Interior Stitching","Guards Red Seatbelts","PCCM Plus Infotainment","DME Reports","Window Sticker","Clean Carfax Report",,,,,,,,,,,,,"201423","Porsche 996 911 Turbo","Porsche","false","Private Party","true","false","Sold for USD $80,500 <span> on 7/22/25 </span>","21k-Mile 2003 Porsche 911 Turbo Coupe 6-Speed","0 Views"
"2025-07-21T21:09:46.000Z","July 21, 2025 at 2:09PM PT","47","182500","false","9170","912","ended","https://bringatrailer.com/listing/2023-porsche-911-carrera-gts-cabriolet-3-3/","CA","CAN","USD","182000","USD $182,000","This 2023 Porsche 911 Carrera GTS cabriolet is one of a reported 115 America Edition examples built to commemorate the 70th anniversary of the Porsche 356 America. It is finished in Azure Blue 356 with white and red accents, while the interior is trimmed in black leather with white and red stitching. Power is provided by a twin-turbocharged 3.0L…","Steezy56","Located in Canada","2020s","96081204","false","Chassis: WP0CB2A98PS247250","Canadian-Market Example","2,100 Kilometers (~1,300 Miles)","Twin-Turbocharged 3.0L Flat-Six","Seven-Speed Manual Transaxle","Azure Blue 356 Paint","Black Leather Upholstery","Black Soft Top","20"" & 21"" RS Spyder Design Alloy Wheels","Front-Axle Lift System","LED Headlights","Heated and Ventilated Power-Adjustable Front Seats","Burmester Sound System","Clean Carfax Report",,,,,,,,,,,,,,,,,,"201321","Porsche 992 911 Carrera GTS Cabriolet America Edition","Porsche","false","Private Party","false","false","Sold for USD $182,500 <span> on 7/21/25 </span>","2,100-Kilometer 2023 Porsche 911 Carrera GTS Cabriolet America Edition","0 Views"
"2025-07-21T20:36:54.000Z","July 21, 2025 at 1:36PM PT","30","42911","false","10452","1075","ended","https://bringatrailer.com/listing/1987-porsche-911-carrera-targa-118/","US","USA","USD","42911","USD $42,911","This 1987 Porsche 911 Carrera is a Targa model whose 3.2-liter flat-six was rebuilt and fitted with a turbocharger and a custom-fabricated intercooler under prior ownership. The car wears a repaint in Granite Green Metallic over black leather, and it is equipped with a G50 manual transaxle, a removable Targa roof panel, a tea-tray rear spoiler,…",,"Located in United States","1980s","97612806","false","Chassis: WP0EB0917HS160484","149k Miles Shown","Turbocharged 3.2-Liter Flat-Six","Custom-Fabricated Intercooler","Five-Speed G50 Manual Transaxle","Granite Green Metallic Paint","Black Leather Upholstery","16"" Fuchs Alloy Wheels","Air Conditioning & Cruise Control","Roll Bar","Clean Carfax Report",,,,,,,,,,,,,,,,,,,,,"201398","Porsche 911 Carrera 3.2","Porsche","false","Dealer","false","false","Bid to USD $42,911 <span> on 7/21/25 </span>","Turbocharged 1987 Porsche 911 Carrera Targa G50","0 Views"
"2025-07-21T19:53:29.000Z","July 21, 2025 at 12:53PM PT","21","131000","false","13973","1348","ended","https://bringatrailer.com/listing/2007-porsche-911-turbo-coupe-173/","US","USA","USD","131000","USD $131,000","This 2007 Porsche 911 Turbo coupe is said to have been collected new by the seller’s father-in-law via European Delivery, and it now has 22k miles following registration history in California. Finished in Basalt Black Metallic over gray Natural leather, the car is powered by a twin-turbocharged 3.6L flat-six that drives all four wheels via a…","Targa2017","Located in United States","2000s","95812357","false","Chassis: WP0AD29967S786343","22k Miles","3.6-Liter Flat-Six","Six-Speed Manual Transaxle","Locking Rear Differential","All-Wheel Drive","Basalt Black Metallic Paint","Gray Natural Leather Upholstery","Sport Chrono Package","19” Turbo Wheels","Porsche Ceramic Composite Brakes","Bi-Xenon Headlights","Parking Sensors","Power Sunroof","Heated Front Seats","Thicker Leather Steering Wheel","Bose Sound System","Kenwood Stereo","Fire Extinguisher","Window Sticker",,,,,,,,,,,,"201377","Porsche 997 911 Turbo","Porsche","true","Private Party","false","true","Sold for USD $131,000 <span> on 7/21/25 </span>","Single-Family-Owned 2007 Porsche 911 Turbo Coupe 6-Speed","0 Views"
"2025-07-21T19:08:04.000Z","July 21, 2025 at 12:08PM PT","27","47600","false","8230","621","ended","https://bringatrailer.com/listing/2004-porsche-911-turbo-cabriolet-200/","US","USA","USD","47600","USD $47,600","This 2004 Porsche 911 Turbo cabriolet has been equipped with a retuned ECU and Fabspeed air-intake and exhaust systems as well as an aftermarket front bumper cover, black-finished 19&quot; Victor Equipment 10-spoke wheels, and H&amp;R coilovers and sway bars. Finished in black over matching leather, the car is powered by a twin-turbocharged 3.6L…","ButchTwining","Located in United States","2000s","96732399","false","Chassis: WP0CB29944S676143","68k Miles","Twin-Turbocharged 3.6L Flat-Six","Retuned ECU","Fabspeed Air-Intake & Exhaust Systems","Five-Speed Tiptronic Automatic Transaxle","Black Paint","Black Leather Upholstery","Black-Finished 19"" Victor Equipment 10-Spoke Wheels","H&R Coilovers & Sway Bars","Aftermarket Front Bumper Cover","Xenon Headlights","Power-Operated Black Soft Top","Heated Power-Adjustable Front Seats","Pioneer Head Unit","DME Report & Service Records",,,,,,,,,,,,,,,,"201341","Porsche 996 911 Turbo","Porsche","false","Private Party","true","false","Sold for USD $47,600 <span> on 7/21/25 </span>","2004 Porsche 911 Turbo Cabriolet","0 Views"
"2025-07-21T17:19:54.000Z","July 21, 2025 at 10:19AM PT","27","170000","false","37334","2716","ended","https://bringatrailer.com/listing/1997-porsche-911-carrera-4s-107/","US","USA","USD","170000","USD $170,000","This 1997 Porsche 911 Carrera 4S coupe was delivered new to Lipshy Motorcars in Austin, Texas, and was acquired by its current owner on BaT in February 2025. An engine-out service was subsequently performed, which included refurbishing the cylinder heads, changing the fluids, and replacing the clutch disc, timing chain guides, drive belts, various…",,"Located in United States","1990s","97234412","false","Chassis: WP0AA2998VS322170","44k Miles","3.6-Liter Flat-Six","Six-Speed Manual Transaxle","Arena Red Metallic Paint","Classic Gray Leather Upholstery","18″ Turbo Twist Wheels","Motor Sound Package","Sunroof","Speed-Activated Rear Spoiler","Power-Adjustable Front Seats","Air Conditioning","Cruise Control","CD Stereo","Clean Carfax Report",,,,,,,,,,,,,,,,,"201271","Porsche 993 911 (Non-Turbo/GT2)","Porsche","false","Dealer","true","false","Bid to USD $170,000 <span> on 7/21/25 </span>","44k-Mile 1997 Porsche 911 Carrera 4S Coupe 6-Speed","0 Views"
"2025-07-20T20:49:54.000Z","July 20, 2025 at 1:49PM PT","57","77000","false","12552","1020","ended","https://bringatrailer.com/listing/1978-porsche-911sc-targa-76/","US","USA","USD","77000","USD $77,000","This 1978 Porsche 911SC Targa was acquired by the seller in 1980 out of Hawaii, and its 3.0-liter flat-six was fitted with a BAE turbocharger kit in 1982. Shifting is through a five-speed manual transaxle that was rebuilt in 2003, and features include a Tial wastegate and blow-off valve as well as a Fabspeed muffler and a Sachs clutch.","CDeanO","Located in United States","1970s","95264802","false","Chassis: 9118210965","81k Miles Shown","3.0-Liter Flat-Six","BAE Turbocharger Kit","Tial Wastegate & Blow-Off Valve","Five-Speed Manual Transaxle","Black Paint","Black Leather Upholstery","16"" Fuchs Alloy Wheels","Bilstein Shocks","Turbo Front Tie Rods","Adjustable Rear Spring Plates","Fabspeed Muffler","Hella Headlights","Front & Rear Spoilers","Dual Side Mirrors","Alpine Amplifier & Stereo","R134a-Based Air Conditioning","Service Records Dating From 1980",,,,,,,,,,,,,"201160","Porsche 911SC","Porsche","false","Private Party","false","false","Sold for USD $77,000 <span> on 7/20/25 </span>","45-Years-Owned Turbocharged 1978 Porsche 911SC Targa","0 Views"
"2025-07-20T20:47:40.000Z","July 20, 2025 at 1:47PM PT","35","91000","false","13015","1224","ended","https://bringatrailer.com/listing/1991-porsche-911-carrera-2-coupe-42/","US","USA","USD","91000","USD $91,000","This 1991 Porsche 911 Carrera 2 coupe is a Canadian-market model that was brought to the US within the last two years, and it shows just under 200k kilometers (~124k miles). It is powered by a 3.6-liter flat-six paired with a five-speed manual transaxle, and it wears a repaint in Guards Red over black partial leather.",,"Located in United States","1990s","97046662","false","Chassis: WP0AB296XMS411515","200k Kilometers (~124k Miles) Shown","3.6-Liter Flat-Six","Five-Speed Manual Transaxle","Guards Red Paint","Black Partial Leather Upholstery","Staggered-Width 18"" Speedline Wheels","Power Sunroof","Sport Seats","Blaupunkt Tampa Radio","Cruise Control","Air Conditioning","Porsche Certificate of Authenticity","Clean Carfax Report",,,,,,,,,,,,,,,,,,"201164","Porsche 964 911 (Non-Turbo)","Porsche","false","Private Party","false","false","Bid to USD $91,000 <span> on 7/20/25 </span>","1991 Porsche 911 Carrera 2 Coupe 5-Speed","0 Views"
"2025-07-19T20:24:09.000Z","July 19, 2025 at 1:24PM PT","38","63000","false","12976","1065","ended","https://bringatrailer.com/listing/2013-porsche-911-carrera-s-cabriolet-40/","US","USA","USD","63000","USD $63,000","This 2013 Porsche 911 Carrera S cabriolet was purchased new by the seller and now has 46k miles following history in Texas. Finished in Platinum Silver Metallic over Black leather, the convertible is powered by a 3.8-liter flat-six paired with a seven-speed PDK transaxle. Equipment includes the Sport Chrono Package, Platinum-finished 20&quot; Carrera S…","ferrai12","Located in United States","2010s","97213097","false","Chassis: WP0CB2A94DS155306","46k Miles","3.8-Liter Flat-Six","Seven-Speed PDK Transaxle","Electronically Locking Axle w/PTV","Platinum Silver Metallic Paint","Black Leather Upholstery","Powered Red Soft Top","Sport Chrono Package","Optional Deviated Stitching","Heated & Ventilated Front Seats","Platinum-Finished 20"" Carrera S Wheels","Porsche Active Suspension Management","Speed-Activated Rear Spoiler","PCM w/Navigation","Service Records","Clean Carfax Report",,,,,,,,,,,,,,,"201142","Porsche 991 911 Carrera S","Porsche","false","Private Party","false","false","Sold for USD $63,000 <span> on 7/19/25 </span>","2013 Porsche 911 Carrera S Cabriolet","0 Views"
"2025-07-19T20:11:21.000Z","July 19, 2025 at 1:11PM PT","8","17000","false","11853","843","ended","https://bringatrailer.com/listing/1971-porsche-911t-coupe-18/","US","USA","USD","17000","USD $17,000","This 1971 Porsche 911T coupe is a non-running project that is equipped with a 2.2-liter flat-six linked with a five-speed manual transaxle. The car is finished in Light Yellow over black leatherette, and equipment includes a sunroof, sugar-scoop headlight bezels, 15&quot; cookie-cutter alloy wheels, and adjustable front seats.","Jazz2023","Located in United States","1970s","96613774","false","Chassis: 9111120747","Non-Running Project","700 Miles Shown on Rolled Odometer","2.2-Liter Flat-Six","Five-Speed Manual Transaxle","Light Yellow Paint","Black Leatherette Upholstery","15"" Cookie-Cutter Alloy Wheels","Spare Glass",,,,,,,,,,,,,,,,,,,,,,,"201139","Porsche LWB 911T (1969-1973)","Porsche","false","Private Party","false","false","Sold for USD $17,000 <span> on 7/19/25 </span>","1971 Porsche 911T Coupe 5-Speed Project","0 Views"
"2025-07-19T18:03:16.000Z","July 19, 2025 at 11:03AM PT","20","25250","false","18363","1526","ended","https://bringatrailer.com/listing/1970-porsche-911t-coupe-74/","US","USA","USD","25250","USD $25,250","This 1970 Porsche 911T coupe was modified prior to the seller&#039;s 2024 acquisition by overboring its 2.2-liter flat-six and fitting an RSR-style front bumper, a rear spoiler, and front racing seats trimmed in black and blue. Shifting is through a five-speed 901 manual transaxle. Work performed under current ownership has involved replacing the fuel…","MarkusB","Located in United States","1970s","96035643","false","Chassis: 9110123253","7,300 Miles Shown, TMU","Overbored 2.2-Liter Flat-Six","Five-Speed 901 Manual Transaxle","Blue Paint","RSR-Style Front Bumper","Rear Spoiler","Bomz Racing Front Seats","Black & Blue Upholstery","15"" Fuchs-Style Wheels","JVC Head Unit","MOMO Steering Wheel",,,,,,,,,,,,,,,,,,,,"201077","Porsche LWB 911T (1969-1973)","Porsche","true","Private Party","false","true","Sold for USD $25,250 <span> on 7/19/25 </span>","1970 Porsche 911T Coupe 5-Speed","0 Views"
"2025-07-19T17:37:36.000Z","July 19, 2025 at 10:37AM PT","38","85000","false","21060","1658","ended","https://bringatrailer.com/listing/2009-porsche-911-carrera-4s-cabriolet-34/","US","USA","USD","85000","USD $85,000","This 2009 Porsche 911 Carrera 4S cabriolet was ordered by the seller in 2008 and specified in Porsche Racing Green Metallic over a Sand Beige full leather interior with supple seat upholstery. The car has traveled 35k miles and is powered by a 3.8-liter flat-six that drives all four wheels through a six-speed manual transaxle.","MAKidd28","Located in United States","2000s","95878443","false","Chassis: WP0CB29949S755898","35k Miles","3.8-Liter Flat-Six","Six-Speed Manual Transaxle","Racing Green Metallic Paint","Sand Beige Full Leather Interior","Supple Leather Seat Upholstery","Black Convertible Soft Top","19” Carrera S II Wheels","Dynamic Cornering Lights","ParkAssist","Heated Power-Adjustable Front Seats","PCM w/Navigation","Bose High-End Sound Package","Automatic Climate Control","Certificate of Authenticity","Clean Carfax Report",,,,,,,,,,,,,,,"201061","Porsche 997 911 Carrera 4S","Porsche","true","Private Party","false","true","Sold for USD $85,000 <span> on 7/19/25 </span>","One-Owner 2009 Porsche 911 Carrera 4S Cabriolet 6-Speed","0 Views"
"2025-07-18T20:46:02.000Z","July 18, 2025 at 1:46PM PT","27","62000","false","8333","802","ended","https://bringatrailer.com/listing/2017-porsche-911-carrera-cabriolet-20/","US","USA","USD","62000","USD $62,000","This 2017 Porsche 911 Carrera cabriolet is finished in Agate Gray Metallic over Luxor Beige leather and is powered by a twin-turbocharged 3.0L flat-six paired with a seven-speed PDK automatic transaxle. It was optioned with the Premium Package, Power Steering Plus, and 20” Carrera S wheels along with a Bose surround-sound system, a heated…",,"Located in United States","2010s","96434956","false","Chassis: WP0CA2A96HS142128","45k Miles","Twin-Turbocharged 3.0L Flat-Six","Seven-Speed PDK Automatic Transaxle","Agate Gray Metallic Paint","Black Convertible Soft Top","Luxor Beige Leather Upholstery","Premium Package","20"" Carrera S Alloy Wheels","Power Steering Plus","LED Headlights w/PDLS","Speed-Activated Rear Spoiler","14-Way Power-Adjustable Front Seats","Heated Steering Wheel","Bose Surround-Sound System","Rearview Camera",,,,,,,,,,,,,,,,"201006","Porsche 991 911 Carrera","Porsche","false","Private Party","false","false","Bid to USD $62,000 <span> on 7/18/25 </span>","2017 Porsche 911 Carrera Cabriolet","0 Views"
"2025-07-18T20:09:56.000Z","July 18, 2025 at 1:09PM PT","10","166000","false","10094","1020","ended","https://bringatrailer.com/listing/2024-porsche-911-carrera-s-coupe-8/","US","USA","USD","166000","USD $166,000","This 2024 Porsche 911 Carrera S coupe was specified in paint-to-sample Gulf Blue over a Slate Gray and Chalk leather interior, and it was ordered with the Sport Design, Sport, and Premium packages as well as Porsche Ceramic Composite Brakes (PCCB), Carrera Exclusive Manufaktur wheels, Exclusive Design taillights, Adaptive Sports Seats Plus, and a…",,"Located in United States","2020s","97506187","false","Chassis: WP0AB2A97RS221765","1,800 Miles","Twin-Turbocharged 3.0L Flat-Six","Eight-Speed PDK Dual-Clutch Transaxle","Paint-to-Sample Gulf Blue Paint","Slate Gray & Chalk Leather Upholstery","Sport Design, Sport & Premium Packages","Carrera Exclusive Manufaktur Wheels","Porsche Ceramic Composite Brakes","Porsche Active Suspension Management","Power Steering Plus","Exclusive Design Taillights","Sunroof","Heated & Ventilated Front Seats","Surround-View Camera System","Bose Sound System","Lane Change Assist","Window Sticker","$185k Total Price in 2024",,,,,,,,,,,,,"200985","Porsche 992 911 Carrera S","Porsche","false","Dealer","false","false","Bid to USD $166,000 <span> on 7/18/25 </span>","Gulf Blue 2024 Porsche 911 Carrera S Coupe","0 Views"
"2025-07-18T19:45:01.000Z","July 18, 2025 at 12:45PM PT","10","60000","false","8017","855","ended","https://bringatrailer.com/listing/1995-porsche-911-carrera-cabriolet-168/","US","USA","USD","60000","USD $60,000","This 1995 Porsche 911 Carrera cabriolet is finished in Polar Silver Metallic over black partial leather and powered by a 3.6-liter flat-six paired with a six-speed manual transaxle. The car was previously sold on BaT in August 2023 and shows 54k miles following the current owner&#039;s 2025 acquisition. Equipment includes a power-retractable black soft…",,"Located in United States","1990s","96855243","false","Chassis: WP0CA2991SS341552","54k Miles Shown","3.6-Liter Flat-Six","Six-Speed Manual Transaxle","Polar Silver Metallic Paint","Black Partial Leather Upholstery","Power-Retractable Black Soft Top","Speed-Activated Rear Spoiler","18"" Turbo Twist Wheels","Cross-Drilled Disc Brakes","Heated Power-Adjustable Front Seats","Air Conditioning","Cruise Control","Hi-Fi Sound System","PCCM Infotainment System","Clean Carfax Report",,,,,,,,,,,,,,,,"201046","Porsche 993 911 (Non-Turbo/GT2)","Porsche","false","Dealer","true","false","Bid to USD $60,000 <span> on 7/18/25 </span>","1995 Porsche 911 Carrera Cabriolet 6-Speed","0 Views"
"2025-07-18T19:30:37.000Z","July 18, 2025 at 12:30PM PT","57","65000","false","13245","1669","ended","https://bringatrailer.com/listing/1972-porsche-911t-targa-40/","US","USA","USD","65000","USD $65,000","This 1972 Porsche 911T Targa is powered by a 2.4-liter flat-six that was overhauled in 2023 with work that included rebuilding the mechanical fuel injection and replacing the cylinder heads, pistons, camshafts, fuel pump, and fuel tank. Shifting is through a four-speed manual gearbox, and a replacement flywheel and clutch kit were also fitted in…","Ed75007","Located in United States","1970s","87304799","false","Chassis: SJ1499PA","74k Miles Shown","2.4-Liter Flat-Six","Five-Speed Manual Transaxle","Silver Paint","Black Leatherette Upholstery","15"" Fuchs Alloy Wheels","Bilstein Dampers","Turbo-Style Tie Rods","Adjustable Seats","Air Conditioning","2023 Engine Overhaul Records",,,,,,,,,,,,,,,,,,,,"200960","Porsche LWB 911T (1969-1973)","Porsche","true","Private Party","false","true","Sold for USD $65,000 <span> on 7/18/25 </span>","1972 Porsche 911T Targa","0 Views"
"2025-07-18T19:23:18.000Z","July 18, 2025 at 12:23PM PT","44","39420","false","9153","919","ended","https://bringatrailer.com/listing/2004-porsche-911-carrera-4s-cabriolet-55/","US","USA","USD","39420","USD $39,420","This 2004 Porsche 911 Carrera 4S cabriolet has 68k miles, and it has spent a total of 14 years registered in Florida and Texas. The car was specified in Seal Grey Metallic over a Graphite Gray full leather interior, and it is powered by a 3.6-liter flat-six that drives all four wheels through a six-speed manual transaxle.","michaelsm","Located in United States","2000s","96946680","false","Chassis: WP0CA29984S651894","68k Miles","3.6-Liter Flat-Six","Six-Speed Manual Transaxle","All-Wheel Drive","Seal Grey Metallic Paint","Graphite Gray Full Leather Interior","18″ Turbo-Look Wheels","Aftermarket Catback Exhaust System","Body-Color Removable Hardtop","Black Soft Top","Heated Front Seats","Rennline Floor Plates & Pedal Covers","Sony CD Stereo","Aftermarket Shift Knob","Clean Carfax Report",,,,,,,,,,,,,,,,"200957","Porsche 996 911 Carrera 4S","Porsche","false","Dealer","false","false","Sold for USD $39,420 <span> on 7/18/25 </span>","2004 Porsche 911 Carrera 4S Cabriolet 6-Speed","0 Views"
"2025-07-18T18:02:09.000Z","July 18, 2025 at 11:02AM PT","35","210000","false","19805","1514","ended","https://bringatrailer.com/listing/2016-porsche-911-carrera-gts-rennsport-reunion-edition-6/","US","USA","USD","210000","USD $210,000","This 1,100-mile 2016 Porsche 911 Carrera GTS Rennsport Reunion Edition is one of 25 built to commemorate the fifth running of the Porsche Rennsport Reunion, and it was acquired new by the seller. The car is finished in paint-to-sample Fashion Gray over black leather and Alcantara upholstery, and it is powered by a 3.8-liter flat-six mated to a…","jongalt","Located in United States","2010s","95910371","false","Chassis: WP0AB2A96GS122951","1,100 Miles","3.8-Liter Flat-Six","Seven-Speed Manual Transaxle","Limited-Slip Differential","Porsche Torque Vectoring","Paint-to-Sample Fashion Gray Paint","Red & Black Stripes","Black Leather & Alcantara Upholstery","20"" Sport Classic Wheels","PASM Sport Suspension","LED Headlights w/PDLS+","18-Way Adaptive Sport Seats Plus","Carbon-Fiber Trim","GTS Interior Package","Clean Carfax Report",,,,,,,,,,,,,,,,"200915","Porsche 991 911 Carrera GTS Rennsport Reunion","Porsche","false","Private Party","false","false","Sold for USD $210,000 <span> on 7/18/25 </span>","1,100-Mile 2016 Porsche 911 Carrera GTS Rennsport Reunion Edition","0 Views"
"2025-07-18T17:54:50.000Z","July 18, 2025 at 10:54AM PT","89","610000","false","39856","2638","ended","https://bringatrailer.com/listing/2016-porsche-911-r-31/","US","USA","USD","610000","USD $610,000","This 2016 Porsche 911 R is #192 of 991 examples manufactured during a single model year and was produced for the Canadian market prior to being imported to the US in 2022. Having 1,400 miles, it is powered by a 4.0-liter flat-six linked with a six-speed manual transaxle and is finished in black over black leather and Pepita cloth upholstery.","pt600","Located in United States","2010s","96759733","false","Chassis: WP0AF2A91GS195231","Canadian-Market Example","1,400 Miles","4.0-Liter Flat-Six","Six-Speed Manual Transaxle","Black Paint","Black Leather and Pepita Cloth Upholstery","20"" Center-Lock GT3 Alloy Wheels","Sport Chrono Package","Light Design Package","Carbon-Fiber Full Bucket Seats","Front-Axle Lift","Porsche Ceramic Composite Brakes","LED Headlights w/PDLS","PCM w/Navigation","Service Records","Clean Carfax Report",,,,,,,,,,,,,,,"200738","Porsche 991 911 R","Porsche","true","Dealer","false","true","Sold for USD $610,000 <span> on 7/18/25 </span>","1,400-Mile 2016 Porsche 911 R","0 Views"
"2025-07-18T17:20:00.000Z","July 18, 2025 at 10:20AM PT","19","702000","false","52459","3062","ended","https://bringatrailer.com/listing/2024-porsche-911-s-t-5/","US","USA","USD","702000","USD $702,000","This 2024 Porsche 911 is #447 of the 1,963 S/T examples produced in commemoration of the 60th anniversary of the introduction of the 911. The S/T pairs a GT3 RS-specification 4.0-liter flat-six with a six-speed manual transaxle, a mechanical limited-slip differential, a lightened clutch and flywheel, carbon-reinforced bodywork, and thinner glass,…","PorscheSLC","Located in United States","2020s","97080741","false","Chassis: WP0AF2A93RS273107","130 Miles","4.0-Liter Flat-Six","Six-Speed Manual Transaxle","Shore Blue Metallic Paint","Black & Classic Cognac Heritage Design Leather","20"" & 21"" GT3 RS Center-Lock Wheels","Front-Axle Lift System","ParkAssist Rear Sensors","Bose Audio System","Carbon-Fiber Full Bucket Seats","Porsche CPO Warranty","Clean Carfax Report",,,,,,,,,,,,,,,,,,,"200899","Porsche 992 911 S/T","Porsche","false","Dealer","false","false","Sold for USD $702,000 <span> on 7/18/25 </span>","2024 Porsche 911 S/T","0 Views"
"2025-07-17T21:58:01.000Z","July 17, 2025 at 2:58PM PT","35","216000","false","12789","1175","ended","https://bringatrailer.com/listing/2021-porsche-911-turbo-s-coupe-22/","US","USA","USD","216000","USD $216,000","This 2021 Porsche 911 Turbo S coupe is finished in Night Blue Metallic over a Truffle Brown Club Leather interior, and it is was optioned with a sport exhaust system, Power Steering Plus, LED-Matrix Design headlights, a Burmester sound system, and ventilation for the adaptive sport seats. The car is powered by a twin-turbocharged 3.7L flat-six…","KGNUM1","Located in United States","2020s","97040439","false","Chassis: WP0AD2A96MS257708","4,600 Miles","Twin-Turbocharged 3.7L Flat-Six","Sport Exhaust System","Eight-Speed PDK Dual-Clutch Automatic Transaxle","Night Blue Metallic Paint","Truffle Brown Club Leather","20"" & 21"" Turbo S Alloy Wheels","Power Steering Plus","Heated & Ventilated Sport Seats","Burmester Sound System","LED-Matrix Design Headlights","Build Sheet & Literature","Clean Carfax Report",,,,,,,,,,,,,,,,,,"200866","Porsche 992 911 Turbo","Porsche","false","Dealer","false","false","Sold for USD $216,000 <span> on 7/17/25 </span>","2021 Porsche 911 Turbo S Coupe","0 Views"
"2025-07-17T20:10:14.000Z","July 17, 2025 at 1:10PM PT","36","55000","false","10262","1057","ended","https://bringatrailer.com/listing/1985-porsche-911-carrera-cabriolet-35/","US","USA","USD","55000","USD $55,000","This 1985 Porsche 911 Carrera cabriolet is finished in White Gold Metallic over brown leather upholstery and is powered by a 3.2-liter flat-six paired with a five-speed manual transaxle. It features a brown soft top, an aftermarket exhaust system, and 16” BBS wheels along with a three-spoke steering wheel, cruise control, a Blaupunkt stereo, and…","SendATrailer","Located in United States","1980s","97167238","false","Chassis: WP0EB0917FS171028","168k Miles Shown","3.2-Liter Flat-Six","Five-Speed Manual Transaxle","White Gold Metallic Paint","Brown Soft Top","Brown Leather Upholstery","Aftermarket Exhaust System","16″ BBS Wheels","Three-Spoke Steering Wheel","Blaupunkt Stereo","Cruise Control","Porsche Certificate of Authenticity",,,,,,,,,,,,,,,,,,,"200833","Porsche 911 Carrera 3.2","Porsche","true","Dealer","true","true","Sold for USD $55,000 <span> on 7/17/25 </span>","1985 Porsche 911 Carrera Cabriolet","0 Views"
"2025-07-17T19:59:00.000Z","July 17, 2025 at 12:59PM PT","18","64000","false","10968","804","ended","https://bringatrailer.com/listing/2004-porsche-911-gt3-116/","US","USA","USD","64000","USD $64,000","This 2004 Porsche 911 GT3 wears a red vinyl wrap with black GT3 graphics and has been fitted with JRZ adjustable coilovers and an FVD Brombacher exhaust system in addition to a vented front bumper, an electric power steering pump, and a CAE shifter. The car is powered by a 3.6-liter Mezger flat-six, while gear changes are through a six-speed…",,"Located in United States","2000s","96053003","false","Chassis: WP0AC29974S692809","30k Miles Indicated","3.6-Liter Mezger Flat-Six","Six-Speed Manual Transaxle","Limited-Slip Differential","Red Vinyl Wrap","Black Leather Upholstery","18"" GT3 Wheels","JRZ Adjustable Coilovers","Electric Power Steering Pump","Sabelt Multi-Point Harnesses","FVD Brombacher Exhaust System","Carfax Report",,,,,,,,,,,,,,,,,,,"200896","Porsche 996 911 GT3","Porsche","false","Dealer","false","false","Bid to USD $64,000 <span> on 7/17/25 </span>","30k-Mile, Modified 2004 Porsche 911 GT3","0 Views"
